,CD_ID,Democrat,Republican,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020,Ticket_CD_Demo
328,PA-10,46,52.6,48.6,50.3,671025,335001,43.1,59515,629963,19114,5675,663,1299,7406,906,3429,647927,18475,140760,137915,56676,61686,323718,27630,47243,23237,76940,5782,0.4263,43.1,296088,8231,19452,39453,37402,15295,14463,28340,50930,16458,16363,3910,682,"Congressional District 10 (112th Congress), Pennsylvania",42,10,Pennsylvania,PA,89.4,0.424,49.05835157,283293.6691756232,309569.0,338281.3531974481,130315.08782078669
329,PA-11,38,60.5,42,57.1,685581,351304,41.7,63354,609191,40168,9646,815,1535,18149,11382,11989,634166,44196,139340,124253,55708,58759,337313,35284,43240,21492,104735,4181,0.4397,41.9,302029,2001,17698,37442,39027,16933,16212,27774,49174,21821,15789,7400,673,"Congressional District 11 (112th Congress), Pennsylvania",42,11,Pennsylvania,PA,88.9,0.424,49.05835157,292820.8338619978,319380.0,348348.11121422047,111271.91686755918
330,PA-12,36.8,61.5,41.7,57,604439,308071,43.7,57435,561843,25600,2197,556,128,3019,0,2368,595159,6224,115454,115679,50750,50813,282495,24263,39937,21095,90373,3590,0.4349,42.1,258232,7566,17787,31898,32733,15102,10689,24906,44401,17201,9000,4592,584,"Congressional District 12 (112th Congress), Pennsylvania",42,12,Pennsylvania,PA,90.4,0.424,49.05835157,346616.5437455847,363139.0,380449.04578412755,127554.88809837516
331,PA-13,32.1,66.6,37,61.8,665238,341488,39.8,41548,517348,67453,46303,504,1915,27655,3993,6151,570429,83895,153291,119863,49999,93858,345266,39279,57277,29441,75547,14265,0.4808,42.0,305987,729,18342,35765,30627,11390,27219,28173,53962,17218,13131,5336,959,"Congressional District 13 (112th Congress), Pennsylvania",42,13,Pennsylvania,PA,89.7,0.424,49.05835157,318212.0,332645.0,347732.63115470187,102146.05200000001
332,PA-14,40.6,58.3,44.7,54.2,579600,300189,38.3,41668,398220,143293,16912,1076,671,3188,642,3710,544544,30851,104750,78305,39940,59176,299696,32718,36126,21596,113369,5586,0.4856,37.5,266978,682,12103,18158,30486,11172,19155,34351,48875,23533,11361,4865,677,"Congressional District 14 (112th Congress), Pennsylvania",42,14,Pennsylvania,PA,89.5,0.424,49.05835157,339399.0755667506,350774.0,362530.15383302333,137796.02468010076
333,PA-15,35.7,62.6,42.6,55.8,723116,369155,40.5,51863,621892,36603,18415,651,1405,62425,15923,7011,640796,59266,161620,143530,65443,81310,377275,34943,55055,25775,82450,9922,0.4398,41.8,342332,2523,19578,52521,39955,18220,23399,31314,49029,18163,9970,7667,882,"Congressional District 15 (112th Congress), Pennsylvania",42,15,Pennsylvania,PA,90.2,0.424,49.05835157,307543.0,334869.0,364622.98657748674,109792.85100000001
334,PA-16,46.9,51.7,49.6,49,717480,365716,37.8,47855,625759,32384,11581,823,1641,49972,9589,22921,652404,44255,175483,142078,77020,75057,369960,30207,53399,25135,89702,8866,0.4331,40.9,339753,12751,23656,55007,44313,16212,18136,25918,45593,23707,8470,3941,837,"Congressional District 16 (112th Congress), Pennsylvania",42,16,Pennsylvania,PA,86.8,0.424,49.05835157,292597.0,317019.0,343479.41489830724,137227.993
335,PA-17,47.2,51.7,48.6,50.5,681395,344125,41.5,56478,578724,55516,12104,788,473,24325,4235,9320,641915,27495,148118,139612,59346,64141,356048,32267,52306,26756,73775,7078,0.4208,42.2,323781,6901,17966,48311,36850,18880,19063,22982,50237,19373,23437,4864,752,"Congressional District 17 (112th Congress), Pennsylvania",42,17,Pennsylvania,PA,90.0,0.424,49.05835157,281710.3486973948,306644.0,333784.4817231224,132967.28458517033
336,PA-18,63.5,35.2,63.4,35.7,664899,344715,44.1,57855,622639,18013,14044,880,221,2263,163,3641,637883,22552,135715,143297,27725,109300,348551,23504,57295,28488,51661,11756,0.4281,43.9,325047,3164,18279,35577,38424,20108,24997,28778,51246,21734,10281,6655,761,"Congressional District 18 (112th Congress), Pennsylvania",42,18,Pennsylvania,PA,93.3,0.424,49.05835157,346854.8749632847,370497.0,395750.6061390376,220252.84560168578
337,RI-01,66.2,32.2,66.6,31.8,518897,269633,39.6,35864,430276,32774,16161,596,868,18985,9882,5719,431626,75123,104746,89452,55987,67156,279043,26054,52096,27375,68534,7788,0.4675,40.2,252989,1823,11098,28532,30170,7525,17739,28601,42928,22672,12065,4552,855,"Congressional District 1 (112th Congress), Rhode Island",44,01,Rhode Island,RI,89.1,0.454,49.05835157,213460.205464417,216115.7533760314,218804.33758448408,141310.65601744407
338,RI-02,59.8,38.3,59.9,38.3,532405,273273,39.5,35999,428724,30623,17074,3774,511,16108,27265,5397,454739,66447,114328,92043,52424,66893,290773,32527,55192,27172,80285,8544,0.4668,41.3,258246,964,11827,27197,33161,11216,20513,28499,40041,20980,12446,3780,906,"Congressional District 2 (112th Congress), Rhode Island",44,02,Rhode Island,RI,89.2,0.454,49.05835157,231207.794535583,238589.2466239686,246206.35614355185,138262.26113227863
339,SC-01,40.2,58.3,42.7,56.1,868789,448264,37.9,92919,649491,166990,15080,2475,772,7736,1129,31901,806853,51592,187487,163504,65164,116540,442578,45771,48172,25094,138498,8563,0.4445,39.4,396807,2454,35059,35953,54678,16660,21142,27460,47820,44847,22354,6595,893,"Congressional District 1 (112th Congress), South Carolina",45,01,South Carolina,SC,80.8,0.403,49.05835157,297932.63960012,333020.6368960218,372241.0030249915,119768.92111924825
340,SC-02,39.4,59.1,39.4,59.5,833216,421896,37.4,72979,548525,231998,15219,1944,1648,6090,225,31795,772439,51170,194993,158054,62152,101701,406306,39921,49797,25839,117602,10733,0.4573,40.0,366385,5544,23128,31137,45532,19432,31712,33771,43654,30518,27537,4651,847,"Congressional District 2 (112th Congress), South Carolina",45,02,South Carolina,SC,85.4,0.403,49.05835157,287443.11729013,312625.4687521678,340013.99871357647,113252.58821231121
341,SC-03,33.9,64.5,35.1,63.5,727344,369417,40.4,58889,560202,137406,5495,1237,696,3138,73,16381,701930,19678,159472,139393,92266,66021,330033,38749,39986,21027,133925,4363,0.4500,41.0,291284,3556,19008,55274,34094,13107,12086,28130,39675,17512,11674,3939,647,"Congressional District 3 (112th Congress), South Carolina",45,03,South Carolina,SC,84.8,0.403,49.05835157,263638.027259166,284348.3419934203,306685.5735304249,89373.29124085726
342,SC-04,36.2,62.2,37.7,60.6,779528,401243,37.8,57938,581412,154409,15342,2204,1187,7113,829,31280,717944,54197,189793,150641,79024,84672,386672,41991,44358,23724,132388,7499,0.4629,40.8,344681,1826,22113,65337,42786,14600,17851,29823,45295,23039,11000,5718,704,"Congressional District 4 (112th Congress), South Carolina",45,04,South Carolina,SC,84.0,0.403,49.05835157,274553.671950858,301746.792373761,331633.2506532666,99388.42924621061
343,SC-05,43.6,55.1,43.8,55,773938,398761,38.5,63256,499392,238638,7440,4396,275,3835,209,19574,741451,27319,188217,146131,97154,69609,358300,48766,39121,21605,160654,5508,0.4774,40.8,309534,5247,19236,54119,39760,17482,17962,26066,39356,22337,13857,5479,671,"Congressional District 5 (112th Congress), South Carolina",45,05,South Carolina,SC,84.6,0.403,49.05835157,286200.278959416,306200.4371303805,327598.24008463434,124783.32162630539
344,SC-06,70.9,28.1,70.1,28.9,696415,365367,36.1,53004,296194,375652,4780,988,605,4675,333,12374,673877,17977,162051,97311,97243,48026,311330,51096,32472,16782,173871,3322,0.4856,38.8,260234,4401,12699,35583,32131,12568,11236,25685,38336,22812,16378,5654,667,"Congressional District 6 (112th Congress), South Carolina",45,06,South Carolina,SC,79.9,0.403,49.05835157,275265.603874372,266847.909585461,258687.6305934278,195163.31314692978
345,SD-AL,39.9,57.9,44.7,53.2,824082,413577,37.1,70027,707944,9517,7855,71532,32,966,50,15786,797228,22015,201849,163103,50627,97956,439730,24107,48321,25306,110681,7811,0.4324,40.5,415623,29302,26376,40902,47810,17042,28805,39753,60255,31070,24654,6812,612,"Congressional District (at Large) (112th Congress), South Dakota",46,AL,South Dakota,SD,88.1,0.539,49.05835157,363809.0,370111.0,376522.1649849234,145159.791
346,TN-01,25.7,72.7,28.6,69.9,684084,351582,42.0,62416,644742,16489,3789,1860,317,815,204,16428,658959,21670,143271,149048,89922,55272,317177,30543,36166,19520,131563,4407,0.4575,41.0,286634,3292,19754,51246,36267,13995,13983,22778,42379,24790,10381,4758,613,"Congressional District 1 (112th Congress), Tennessee",47,01,Tennessee,TN,85.0,0.351,49.05835157,256324.261277646,265493.0,274989.7052181502,65875.33514835502
347,TN-02,30.9,67.3,34.5,64,733740,377109,39.6,55610,653205,50115,12098,1877,1019,2415,0,13845,697740,30303,160084,147164,63976,83434,366640,30349,43753,23641,107902,7385,0.4631,40.9,336291,2332,21389,36519,45259,17340,20150,31242,47491,23995,11415,8773,724,"Congressional District 2 (112th Congress), Tennessee",47,02,Tennessee,TN,87.4,0.351,49.05835157,276951.738722354,290193.0,304067.3354768972,85578.08726520737
348,TN-03,35.1,63.3,37.3,61.3,703989,360647,40.6,54973,595908,80098,7962,1652,827,2266,63,14646,673070,26045,150279,136480,80978,62817,343164,41319,38986,21035,138246,6299,0.4822,41.1,301845,2997,20135,48790,35036,18380,18643,26428,40536,22342,10634,4387,675,"Congressional District 3 (112th Congress), Tennessee",47,03,Tennessee,TN,85.8,0.351,49.05835157,271565.129708648,276457.0,281436.99057017086,95319.36052773547
349,TN-04,33.1,65.3,35.8,62.6,680748,342961,41.8,57718,628891,25733,2291,2235,188,1266,1129,14148,666459,12102,151705,138648,101209,49307,299816,32980,35489,18666,129799,2688,0.4426,41.2,266836,5647,18427,45770,33760,15799,11363,20341,37605,17585,14646,3301,591,"Congressional District 4 (112th Congress), Tennessee",47,04,Tennessee,TN,85.5,0.351,49.05835157,260182.469444556,276582.0,294015.2074323415,86120.39738614803
350,TN-05,55.9,42.5,57.5,41.3,718004,368851,34.6,48107,466419,179236,18247,2147,2148,1675,72,43814,633062,77833,161338,110905,68113,101514,392590,36754,44798,24702,132448,8563,0.4776,38.0,355836,1850,21513,24888,43969,15327,23391,33527,52368,32874,15338,9937,798,"Congressional District 5 (112th Congress), Tennessee",47,05,Tennessee,TN,83.4,0.351,49.05835157,273793.51532016,276959.0,280161.0826732095,153050.57506396945
351,TN-06,29.5,69.1,33.5,64.9,803686,411461,36.4,56020,699775,65284,11965,3795,1069,4548,198,27230,757108,40425,199329,159827,77331,75150,398638,37014,46135,23767,120490,6149,0.4583,40.3,361624,4098,24745,50349,50225,19095,23044,32285,43518,27659,17768,8600,717,"Congressional District 6 (112th Congress), Tennessee",47,06,Tennessee,TN,85.4,0.351,49.05835157,278928.085396389,297967.0,318305.46200762544,82283.78519193476
352,TN-07,32.9,65.7,36.3,62.4,807019,410423,37.4,65785,643561,115177,19802,2858,998,6556,0,19755,751188,41813,211631,173139,56186,118556,386140,33542,58947,29122,93158,19676,0.4737,41.8,352598,4913,17694,37459,44230,23410,22069,31812,52460,20501,19554,5081,872,"Congressional District 7 (112th Congress), Tennessee",47,07,Tennessee,TN,89.7,0.351,49.05835157,279796.306267518,291561.0,303820.3679491129,92052.98476201342
353,TN-08,32.9,66.1,34.9,64.1,656373,339214,38.9,52377,480011,148471,4358,1431,978,1006,72,12756,636843,15898,159492,111046,75791,42594,300121,42734,36638,19624,136120,2535,0.4469,41.3,257387,5273,16489,45040,31110,15593,12054,21098,35396,17967,13530,3283,626,"Congressional District 8 (112th Congress), Tennessee",47,08,Tennessee,TN,84.6,0.351,49.05835157,305053.410909472,296672.0,288520.8702358002,100362.57218921628
354,TN-09,78.4,20.9,77,22.5,615710,322154,33.4,33401,177556,390860,11774,877,1006,2282,444,34451,571542,40587,153325,63285,63016,66907,308721,43310,36318,21218,152573,5572,0.5076,38.1,265411,797,11220,21679,28963,32674,16385,22121,34435,22515,13240,4176,780,"Congressional District 9 (112th Congress), Tennessee",47,09,Tennessee,TN,80.0,0.351,49.05835157,255982.082953258,222353.0,193141.8638312582,200689.95303535427
355,TX-01,27.5,71.6,30,69,731785,374043,36.3,54641,563963,134425,7055,2200,302,374,80,104513,668739,58632,184824,132469,80023,61123,337751,27267,41963,21916,128390,7742,0.4673,39.3,310484,17940,24543,33542,41482,12721,12773,32235,45577,18882,13387,4365,725,"Congressional District 1 (112th Congress), Texas",48,01,Texas,TX,79.5,0.327,49.05835157,254055.0,262492.0,271209.1872389837,69865.125
356,TX-02,35.6,62.9,37,62,798167,400052,35.7,51642,527395,182749,26663,4147,1790,4985,867,137388,692128,98291,208443,140633,72750,85480,392312,39511,55812,27851,109377,12577,0.4608,40.6,352801,7680,29003,47124,39047,29508,17298,35205,38418,21022,13531,5175,858,"Congressional District 2 (112th Congress), Texas",48,02,Texas,TX,79.6,0.327,49.05835157,249569.0,277873.0,309386.99970348884,88846.564
357,TX-03,34.2,64.3,37,61,871241,440824,33.8,41179,557765,92042,110984,2559,2926,4450,920,159572,668152,192831,248322,167495,70875,155292,471183,34406,67433,32326,117406,25990,0.4460,40.3,436777,3775,26131,47070,58644,12801,46638,31974,43788,33298,7266,16635,925,"Congressional District 3 (112th Congress), Texas",48,03,Texas,TX,80.9,0.327,49.05835157,272664.0,318536.0,372125.338497198,93251.088
358,TX-04,24.8,74,29,70,856105,437574,37.5,65909,690690,93351,13505,6896,192,2543,1044,103206,785861,63346,229205,172593,76957,98493,406380,34118,53216,26338,119259,10341,0.4360,41.6,372262,6160,25552,48502,44659,19268,26510,32998,50638,19388,16996,7863,751,"Congressional District 4 (112th Congress), Texas",48,04,Texas,TX,81.2,0.327,49.05835157,256123.0,279188.0,304330.1044576239,63518.504
359,TX-05,34.4,64.5,37,62,745295,376654,36.6,46711,553232,101542,18603,2970,430,3599,718,147551,646937,94012,194032,138920,96643,66311,350015,30799,46980,23559,118425,6671,0.4431,40.8,319216,8534,28414,29126,36983,20453,23619,27521,43322,20946,11600,5099,829,"Congressional District 5 (112th Congress), Texas",48,05,Texas,TX,74.7,0.327,49.05835157,212669.0,232735.0,254694.2912460208,73158.136
360,TX-06,40.8,57.9,42,57,828785,416352,33.7,52644,581059,147190,42314,5816,1649,4277,285,178073,703454,118300,229964,146779,75105,89598,423616,38809,53509,27123,135354,8499,0.4373,39.8,384807,6882,26278,47271,47040,23838,31120,40242,38169,26274,15815,8013,803,"Congressional District 6 (112th Congress), Texas",48,06,Texas,TX,78.8,0.327,49.05835157,253795.0,274848.0,297647.4048109695,103548.36
361,TX-07,38.6,59.9,40,59,815993,413581,34.9,36085,550965,97243,78962,1721,3058,3880,623,151382,619855,182692,193389,149432,47133,158215,465058,28053,66454,37039,98633,39791,0.5246,39.3,437005,20530,22250,39436,42854,20787,33946,39756,43694,23889,7638,7137,985,"Congressional District 7 (112th Congress), Texas",48,07,Texas,TX,82.0,0.327,49.05835157,239767.0,257308.0,276132.27368236665,92550.062
362,TX-08,21.7,77,26,73,848871,421053,37.6,61694,725696,68523,12652,5300,1558,1661,140,107480,769772,72306,211737,163280,85159,84105,395445,36495,51506,24831,127945,15145,0.4772,40.9,358950,15083,29554,39575,37064,27442,18806,40579,36124,23119,17532,4702,828,"Congressional District 8 (112th Congress), Texas",48,08,Texas,TX,79.5,0.327,49.05835157,254167.0,295099.0,342622.84167889616,55154.238999999994
363,TX-09,78,21.1,76,23,727126,369746,31.4,23792,302484,249084,67605,1079,3042,2538,310,196113,460863,260195,198075,96589,126269,64239,388836,43846,38362,21236,180067,2984,0.4448,37.6,344990,5252,31794,27137,44549,15705,14234,30165,49471,33004,9045,2929,751,"Congressional District 9 (112th Congress), Texas",48,09,Texas,TX,63.9,0.327,49.05835157,186267.0,191042.0,195939.40829025002,145288.26
364,TX-10,38.8,59.1,43,56,990575,490632,33.5,50401,718346,105582,60921,5186,5513,6253,330,214110,801319,173372,273005,188061,73167,152916,522595,36590,62278,31394,119408,20850,0.4476,39.5,486005,14292,32306,53139,52407,21650,30348,48747,47164,30940,25631,8625,930,"Congressional District 10 (112th Congress), Texas",48,10,Texas,TX,80.6,0.327,49.05835157,270136.0,315133.0,367625.2246609115,104812.76799999998
365,TX-11,19.6,79.2,23,76,719736,362255,36.3,55648,637183,29682,4803,3687,413,1497,473,254363,647518,64525,183527,138128,97257,61823,338508,18108,46067,22760,112750,8790,0.4717,40.4,320400,37526,23209,23852,34649,14879,14968,28812,40196,27544,16018,5480,717,"Congressional District 11 (112th Congress), Texas",48,11,Texas,TX,76.9,0.327,49.05835157,230331.04952851,248860.0,268879.50941383716,45144.885707587964
366,TX-12,31.7,66.8,35,64,853353,440662,34.0,57098,712062,56073,19182,10004,1026,5427,122,227481,733325,110444,237711,153128,96146,94285,427407,36266,52742,27092,142615,11210,0.4561,39.7,391141,11764,28855,50870,41175,25379,26929,36437,44209,23428,17486,5933,829,"Congressional District 12 (112th Congress), Texas",48,12,Texas,TX,79.0,0.327,49.05835157,249826.0,282691.0,319879.4420156429,79194.842
367,TX-13,18.5,80.2,22,77,671422,326387,36.6,51756,572663,42907,12059,5100,601,1421,355,146279,613639,51272,166175,126621,77634,58814,309754,20688,43914,23046,100186,5169,0.4452,39.7,289066,19781,18515,29117,35808,15327,15709,27349,39321,21774,17099,4063,677,"Congressional District 13 (112th Congress), Texas",48,13,Texas,TX,79.6,0.327,49.05835157,229545.0,238846.0,248523.8698991483,42465.825
368,TX-14,39.5,59.3,42,57,809324,400585,36.6,57483,651649,84226,29860,2332,1177,2315,0,207229,714600,87889,216932,157296,81383,93560,392567,31666,57298,27325,114606,15000,0.4566,40.9,360901,15853,29050,48543,37081,20817,19385,38035,41225,22354,14450,3007,778,"Congressional District 14 (112th Congress), Texas",48,14,Texas,TX,80.3,0.327,49.05835157,248073.0,263381.0,279633.6205915194,97988.835
369,TX-15,57.4,41.5,57,42,807923,406310,30.5,32856,733117,12743,8505,1732,661,1080,68,638798,628921,174843,258289,126344,155466,55441,326506,36006,33909,16010,265932,4843,0.5050,38.3,290500,14719,20262,13657,37794,13490,11377,36432,49554,20364,16220,2784,638,"Congressional District 15 (112th Congress), Texas",48,15,Texas,TX,68.6,0.327,49.05835157,151351.0,184358.0,224563.2481053974,86875.474
370,TX-16,64.2,34.5,64,35,782650,403390,31.4,45624,621429,26717,8914,3711,3229,8972,523,603802,562509,202478,229836,116959,117991,65042,332366,26961,39904,19324,184679,5188,0.4694,38.4,305405,2589,20337,21828,33645,21136,16164,37490,46126,26061,21475,5707,708,"Congressional District 16 (112th Congress), Texas",48,16,Texas,TX,73.0,0.327,49.05835157,157414.0,192692.0,235876.14102938745,101059.788
371,TX-17,37.7,60.4,41,58,769321,387070,33.0,54706,637017,73730,16105,3149,571,4047,293,149709,691750,69988,180488,135313,78021,64924,368404,33945,42622,20732,159028,7611,0.4817,36.5,334459,10322,27217,32262,42333,17027,20773,51989,40304,24923,13370,3304,756,"Congressional District 17 (112th Congress), Texas",48,17,Texas,TX,79.5,0.327,49.05835157,224079.0,247625.0,273645.190423913,84477.78300000001
372,TX-18,76.1,22.8,77,23,743364,376027,30.4,28665,365150,261943,28271,2368,1774,4031,1289,265656,565604,172775,209858,85861,131833,57997,360238,40979,36853,21149,214725,8703,0.5090,37.0,319259,6229,31237,36550,34416,19722,18705,23518,38905,20254,11191,4093,756,"Congressional District 18 (112th Congress), Texas",48,18,Texas,TX,72.0,0.327,49.05835157,197206.0,205514.0,214172.00387412147,150073.766
373,TX-19,25,73.6,28,71,709266,354719,32.7,47074,594030,39252,9499,4163,895,2239,545,221005,644579,59135,180657,119397,84453,62132,336687,23903,41348,21069,130007,6158,0.4699,36.6,312784,20219,19916,19533,36234,13714,17230,38241,45251,27006,14890,4875,692,"Congressional District 19 (112th Congress), Texas",48,19,Texas,TX,79.1,0.327,49.05835157,217618.95047149,228008.0,238893.01897359733,54404.73761787251
374,TX-20,58.9,39.7,58,41,737617,374561,31.4,57868,554493,60029,10497,3469,853,9502,115,475116,610779,113158,199791,96944,109777,48228,345051,34193,37343,20076,163961,1680,0.4227,36.4,310858,2491,24247,16832,37958,11417,26780,27326,43576,36220,17172,4404,743,"Congressional District 20 (112th Congress), Texas",48,20,Texas,TX,75.6,0.327,49.05835157,187835.0,216952.2902681484,250583.20468813012,110634.815
375,TX-21,37.9,59.8,42,56,877671,443774,37.8,89680,722633,51389,31418,3173,2517,8099,0,216694,778129,81326,212675,176271,49114,153017,431524,30817,59217,29320,97678,22961,0.4854,40.8,400707,5314,25277,25247,48316,17064,33127,46197,50331,29900,20924,10519,905,"Congressional District 21 (112th Congress), Texas",48,21,Texas,TX,84.8,0.327,49.05835157,314591.0,358984.692480316,409643.02677186264,119229.989
376,TX-22,36.7,62.1,39,60,919304,461016,35.1,51161,602112,116642,127496,5863,2456,4278,1640,209771,710005,201965,252137,183484,70858,135737,471771,28639,72214,35068,89186,21460,0.4275,40.8,443132,12748,29350,50565,50853,24041,30263,43343,57221,23992,15664,7614,914,"Congressional District 22 (112th Congress), Texas",48,22,Texas,TX,80.6,0.327,49.05835157,255043.0,306777.0,369004.9432017346,93600.78100000002
377,TX-23,48.1,50.7,50,49,849085,427076,33.1,61698,686384,20777,19377,8183,1258,6021,126,521639,700990,129884,238498,143444,117939,86234,384274,35751,48788,22470,155486,8997,0.4735,39.1,348523,12347,26495,19211,42100,18915,26831,40761,47074,22794,25797,4918,790,"Congressional District 23 (112th Congress), Texas",48,23,Texas,TX,78.6,0.327,49.05835157,196409.873443983,231364.9334646896,272540.94459964696,94473.14912655583
378,TX-24,38,60.4,41,58,803050,398676,35.0,48397,546067,117021,71462,3011,3003,4842,219,175009,631834,160760,206727,145833,62925,139530,444676,31369,58182,31993,88071,17547,0.4474,40.5,413307,3012,21549,43846,43135,31466,39773,33735,41470,33609,10860,13104,888,"Congressional District 24 (112th Congress), Texas",48,24,Texas,TX,79.0,0.327,49.05835157,249080.0,276137.0,306133.1410350089,94650.4
379,TX-25,37.8,59.9,43,56,844491,420237,33.0,47692,618997,66481,18339,4814,1651,4210,246,276755,713346,119072,201328,128793,93702,121100,460640,39196,48145,25230,171197,13032,0.4802,37.2,421444,7399,34444,30958,46649,19728,25205,46327,45019,36707,28545,7739,886,"Congressional District 25 (112th Congress), Texas",48,25,Texas,TX,78.7,0.327,49.05835157,270807.0,313111.0,362023.5013164357,102365.046
380,TX-26,30.7,67.6,35,64,940985,477773,33.2,58969,718554,121993,39768,6162,2336,4748,217,156263,809799,119982,269257,172450,69389,135977,496286,45343,61570,29939,127372,16997,0.4358,39.4,450943,7197,27959,44572,54453,26875,39744,45328,47782,32570,14098,11637,855,"Congressional District 26 (112th Congress), Texas",48,26,Texas,TX,82.7,0.327,49.05835157,263196.0,318854.0,386281.98496937647,80801.172
381,TX-27,38.2,60.5,40,59,747362,381841,32.6,44074,658568,18094,8612,2664,258,2981,303,517084,623730,118081,213411,117870,122552,53727,329045,31211,39054,19168,192815,5365,0.4844,39.8,297834,10122,21773,18784,38033,16036,12989,35968,43573,26746,18306,4239,740,"Congressional District 27 (112th Congress), Texas",48,27,Texas,TX,72.1,0.327,49.05835157,217772.0,234367.0,252226.5979510681,83188.90400000001
382,TX-28,60.3,38.7,58,41,874870,444080,30.8,43568,801834,12908,6659,4009,1059,4486,70,667403,652860,207397,283603,150981,170343,53595,363196,24820,38067,17071,257879,3291,0.4691,38.7,338376,14046,27615,18010,47300,28644,15403,37470,46520,21280,21740,3567,662,"Congressional District 28 (112th Congress), Texas",48,28,Texas,TX,66.9,0.327,49.05835157,168874.126556017,188599.8352059851,210629.64804099753,101831.09831327824
383,TX-29,65.9,33,62,37,701190,347717,29.0,20640,473067,70062,9738,3489,472,4738,685,472453,461701,231056,224943,97781,171511,22866,312804,35575,35170,18767,199336,2017,0.4383,37.0,277229,3773,43980,38863,33335,20753,7680,15297,23018,23597,6847,2554,713,"Congressional District 29 (112th Congress), Texas",48,29,Texas,TX,63.7,0.327,49.05835157,114901.0,133642.0,155439.7626130321,75719.759
384,TX-30,79.6,19.6,78,21,721643,364048,31.4,26176,304871,287793,10602,2859,1253,2266,293,274762,569807,146345,199949,85109,129792,54662,349261,40524,37188,22251,187068,6163,0.4853,37.4,308737,1304,36243,25243,32401,18539,20099,24445,41273,22361,13456,6610,823,"Congressional District 30 (112th Congress), Texas",48,30,Texas,TX,67.6,0.327,49.05835157,220565.0,220711.0,220857.096642713,175569.74
385,TX-31,38.3,59.6,43,56,928874,473337,32.6,99778,710396,115804,35016,5099,2781,14287,992,166854,814460,86342,257845,171845,59207,114962,434474,42457,55753,29561,105451,9668,0.4226,38.5,392017,7313,24084,32958,53993,13468,20522,36809,51580,27463,37856,7760,891,"Congressional District 31 (112th Congress), Texas",48,31,Texas,TX,83.8,0.327,49.05835157,242714.0,287510.0,340573.6797218125,92959.462
386,TX-32,41.5,57,44,55,648237,321467,33.3,27763,455286,53798,33672,1858,1235,1335,304,229908,463662,178981,163049,103780,90853,98076,351713,26963,51046,27609,114466,22255,0.5530,37.4,324750,3105,29605,29457,34339,17661,32571,25119,28361,28473,5196,9479,851,"Congressional District 32 (112th Congress), Texas",48,32,Texas,TX,73.3,0.327,49.05835157,256873.0,278080.0,301037.81401704345,106602.295
387,UT-01,20.4,77.4,29.4,67.7,921315,455595,30.1,56230,798063,14341,14735,6372,833,1095,227,100047,841520,69520,290458,177083,55293,106389,447969,35284,55921,24621,120071,10796,0.4333,36.5,412685,5942,24844,52878,43265,20262,24447,40654,47238,27224,34489,6297,746,"Congressional District 1 (112th Congress), Utah",49,01,Utah,UT,86.1,0.368,49.05835157,51098.0,62547.0,76561.25893381346,10423.992
388,UT-02,29.2,68,38.4,58.5,900009,448554,32.3,52579,807847,7016,17720,18504,170,1874,757,58449,833741,59941,257363,174020,40404,118880,436471,35195,53888,24850,110119,12572,0.4475,36.8,401276,10673,19839,28478,54592,19886,29422,45461,49794,30249,16136,8180,848,"Congressional District 2 (112th Congress), Utah",49,02,Utah,UT,85.3,0.368,49.05835157,74556.0,47862.0,30725.508932882665,21770.352
389,UT-03,19.5,78.3,29.5,67.5,995898,495434,26.6,37997,880959,11167,24224,6919,1169,2967,1324,117211,876961,108582,333258,182903,59567,97714,485645,38800,57388,22600,144669,5364,0.3877,34.2,446845,8315,32795,53328,51074,22579,27704,53315,45923,28245,18232,8091,864,"Congressional District 3 (112th Congress), Utah",49,03,Utah,UT,82.9,0.368,49.05835157,51791.0,70933.0,97149.90034948157,10099.245
390,VA-01,43.4,55.3,43.8,55.4,803039,405942,37.4,94610,568019,161211,24723,2490,1483,12443,1151,19925,723603,58665,197975,163292,49658,101404,405061,30428,69323,31751,64017,16533,0.4125,40.9,374633,3173,24170,23214,44822,18095,18006,36299,45213,25320,47121,4471,1125,"Congressional District 1 (112th Congress), Virginia",51,01,Virginia,VA,89.0,0.391,49.05835157,365040.0,395289.3594760352,428045.3586318601,158427.36
